金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,所在区域
62.6,3室2厅1厨2卫,高楼层 (共18层),137.74,错层,114.59,板塔结合,南,钢混结构,精装,两梯两户,有,荷塘区
62.0,4室2厅1厨2卫,中楼层 (共24层),158.07,平层,,,南 北,未知结构,毛坯,两梯两户,有,石峰区
78.8,3室2厅1厨2卫,低楼层 (共32层),110.52,平层,92.0,板塔结合,南,钢混结构,精装,两梯六户,有,天元区
57.8,3室2厅1厨2卫,低楼层 (共21层),123.87,平层,,板楼,东南,钢混结构,毛坯,两梯三户,有,石峰区
53.8,3室2厅1厨1卫,低楼层 (共32层),98.83,平层,,板塔结合,东南,钢混结构,精装,两梯四户,有,荷塘区
79.8,4室2厅1厨2卫,低楼层 (共33层),135.58,平层,120.0,板塔结合,东南,钢混结构,精装,两梯四户,有,天元区
68.8,4室1厅1厨2卫,中楼层 (共32层),139.0,平层,,板塔结合,东北,钢混结构,毛坯,两梯四户,有,荷塘区
95.0,4室2厅1厨2卫,低楼层 (共31层),127.5,平层,,塔楼,南,钢混结构,精装,两梯四户,有,荷塘区
103.0,3室2厅1厨2卫,高楼层 (共31层),109.0,平层,,,南,未知结构,精装,两梯四户,有,天元区
84.5,3室1厅1厨2卫,低楼层 (共31层),100.0,平层,90.0,板塔结合,南,钢混结构,毛坯,两梯四户,有,天元区
53.5,3室2厅1厨2卫,低楼层 (共32层),127.0,平层,,板塔结合,南 北,框架结构,毛坯,两梯两户,有,醴陵市
69.6,4室2厅1厨2卫,高楼层 (共33层),125.0,平层,,板塔结合,南 北,混合结构,毛坯,两梯四户,有,天元区
53.8,3室2厅1厨1卫,中楼层 (共17层),96.48,平层,,平房,南,钢混结构,毛坯,一梯四户,无,荷塘区
88.8,3室2厅1厨2卫,低楼层 (共32层),105.0,平层,95.0,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,天元区
82.0,4室2厅1厨2卫,低楼层 (共18层),150.84,平层,,塔楼,南,钢混结构,毛坯,两梯三户,有,荷塘区
63.0,3室2厅1厨1卫,低楼层 (共33层),100.55,平层,81.87,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
51.0,3室2厅1厨2卫,中楼层 (共7层),120.39,平层,,板楼,南,砖混结构,简装,一梯两户,无,芦淞区
78.0,4室2厅1厨2卫,低楼层 (共33层),147.0,平层,,板塔结合,南,框架结构,精装,两梯三户,有,天元区
65.0,3室2厅1厨2卫,高楼层 (共25层),125.0,平层,,板塔结合,南,框架结构,毛坯,两梯四户,有,天元区
70.0,4室1厅1厨2卫,低楼层 (共33层),137.07,平层,,板塔结合,南 北,钢混结构,毛坯,五梯四户,有,天元区
58.5,3室2厅1厨2卫,高楼层 (共26层),114.36,平层,101.0,,东南,未知结构,毛坯,两梯四户,有,荷塘区
50.8,3室2厅1厨2卫,低楼层 (共33层),119.0,平层,,板塔结合,南,钢混结构,精装,两梯五户,有,石峰区
50.8,3室2厅1厨1卫,低楼层 (共16层),104.61,平层,,板塔结合,东南,钢混结构,精装,两梯六户,有,天元区
130.0,3室2厅1厨2卫,中楼层 (共33层),142.0,平层,120.0,板塔结合,南,钢混结构,精装,一梯四户,无,天元区
53.0,3室2厅1厨2卫,中楼层 (共32层),109.94,平层,90.9,板塔结合,南 北,钢混结构,毛坯,三梯八户,有,石峰区
115.0,3室2厅1厨2卫,高楼层 (共33层),147.13,平层,114.13,板塔结合,南,钢混结构,精装,一梯三户,无,天元区
61.0,3室2厅1厨2卫,低楼层 (共32层),112.36,平层,110.0,塔楼,南,钢混结构,精装,两梯六户,有,天元区
112.0,3室1厅1厨2卫,中楼层 (共8层),113.41,平层,,,南,未知结构,精装,一梯两户,无,荷塘区
50.0,3室2厅1厨2卫,高楼层 (共8层),131.99,平层,117.65,,东南,未知结构,精装,一梯两户,无,天元区
61.8,3室2厅1厨1卫,中楼层 (共33层),108.0,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
116.0,3室2厅1厨1卫,高楼层 (共33层),142.0,平层,70.49,板塔结合,南 北,钢混结构,精装,两梯三户,有,天元区
182.8,4室2厅1厨2卫,中楼层 (共18层),179.51,平层,151.97,板楼,东南 南,钢混结构,精装,一梯两户,无,天元区
73.0,4室2厅1厨2卫,中楼层 (共27层),132.34,平层,,,南,未知结构,毛坯,一梯四户,无,荷塘区
59.8,3室2厅1厨2卫,中楼层 (共7层),127.0,平层,,板楼,南,钢混结构,毛坯,一梯两户,无,天元区
82.8,4室2厅1厨2卫,中楼层 (共33层),151.35,平层,,板楼,南,钢混结构,毛坯,两梯四户,有,天元区
64.0,4室2厅1厨2卫,中楼层 (共6层),158.92,错层,,板楼,南 北,钢混结构,毛坯,一梯两户,无,天元区
68.0,3室2厅1厨2卫,高楼层 (共18层),136.57,平层,117.12,,南 北,未知结构,精装,两梯四户,有,石峰区
51.3,3室1厅1厨2卫,高楼层 (共18层),109.36,平层,,板楼,南 北,混合结构,精装,一梯八户,无,石峰区
68.8,4室2厅1厨2卫,中楼层 (共26层),143.44,平层,130.0,,南 北,未知结构,精装,一梯三户,无,石峰区
51.0,3室2厅1厨2卫,高楼层 (共18层),119.62,平层,,,西南,未知结构,毛坯,一梯三户,有,石峰区
59.8,3室2厅1厨2卫,中楼层 (共33层),115.94,平层,,,南 北,未知结构,毛坯,两梯三户,有,天元区
105.0,3室2厅1厨2卫,高楼层 (共31层),101.0,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
52.5,3室2厅1厨1卫,中楼层 (共32层),94.24,平层,,板塔结合,南,钢混结构,毛坯,两梯三户,有,天元区
48.0,3室2厅1厨1卫,高楼层 (共21层),104.3,平层,,,南,未知结构,毛坯,一梯四户,无,荷塘区
58.0,3室2厅1厨2卫,中楼层 (共18层),139.0,平层,,塔楼,南,钢混结构,毛坯,两梯两户,有,石峰区
70.0,4室2厅1厨2卫,中楼层 (共28层),144.58,平层,121.9,板塔结合,东南 南 西南,钢混结构,精装,两梯四户,有,芦淞区
78.0,4室2厅1厨2卫,低楼层 (共33层),136.5,平层,,板楼,南,钢混结构,毛坯,两梯四户,有,天元区
198.0,3室2厅1厨2卫,低楼层 (共30层),151.79,平层,,板楼,南,钢混结构,精装,一梯两户,无,天元区
118.0,4室2厅1厨2卫,中楼层 (共30层),170.0,错层,,板塔结合,南,钢混结构,毛坯,两梯三户,有,天元区
83.8,3室2厅1厨2卫,低楼层 (共18层),123.89,平层,104.12,板塔结合,东南 南 西南 西 西北,框架结构,精装,一梯两户,有,天元区
51.5,3室2厅1厨2卫,中楼层 (共8层),144.0,平层,,板楼,南 北,钢混结构,简装,一梯两户,无,天元区
51.8,4室2厅1厨2卫,高楼层 (共7层),156.33,错层,,,南 北,混合结构,精装,四梯两户,有,荷塘区
56.8,3室1厅1厨2卫,高楼层 (共32层),118.23,平层,,,南,未知结构,毛坯,一梯三户,无,石峰区
59.8,3室2厅1厨2卫,高楼层 (共7层),128.53,平层,,板楼,南 北,钢混结构,精装,一梯两户,无,天元区
20.0,3室1厅1厨1卫,低楼层 (共5层),43.0,平层,,板塔结合,南 东,混合结构,简装,一梯四户,无,荷塘区
50.0,3室2厅1厨2卫,高楼层 (共8层),127.03,平层,,,南 北,未知结构,精装,一梯两户,无,荷塘区
110.0,4室2厅1厨2卫,高楼层 (共30层),170.0,平层,,板塔结合,南 北,钢混结构,精装,两梯三户,有,芦淞区
93.0,3室2厅1厨2卫,中楼层 (共33层),115.0,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有,天元区
65.0,3室2厅1厨2卫,中楼层 (共33层),112.13,平层,,板塔结合,东南,钢混结构,毛坯,两梯四户,有,天元区
60.0,3室2厅1厨2卫,中楼层 (共18层),88.39,平层,,板楼,南,钢混结构,精装,一梯三户,无,荷塘区
54.0,3室2厅1厨2卫,低楼层 (共6层),128.97,平层,117.74,板楼,南,钢混结构,简装,一梯两户,无,芦淞区
73.0,3室2厅1厨2卫,中楼层 (共33层),125.66,平层,,板塔结合,南,钢混结构,精装,两梯三户,有,天元区
82.0,4室2厅1厨2卫,中楼层 (共23层),123.78,平层,99.92,板塔结合,南,钢混结构,毛坯,一梯三户,无,天元区
56.8,3室1厅1厨1卫,中楼层 (共7层),119.74,平层,,板塔结合,南,钢混结构,精装,一梯两户,无,荷塘区
72.8,4室2厅1厨2卫,高楼层 (共18层),161.59,平层,,,南,未知结构,毛坯,一梯两户,无,株洲县
58.8,3室2厅1厨2卫,低楼层 (共17层),137.83,平层,,,东南,砖混结构,精装,两梯两户,有,荷塘区
68.8,3室2厅1厨2卫,低楼层 (共18层),125.96,平层,125.0,板楼,东,钢混结构,精装,一梯三户,无,荷塘区
45.0,3室2厅1厨2卫,中楼层 (共7层),127.48,平层,,板塔结合,南,砖混结构,毛坯,一梯两户,无,天元区
78.3,4室2厅1厨2卫,中楼层 (共26层),130.03,平层,,板楼,南,钢混结构,毛坯,两梯四户,有,天元区
70.0,4室2厅1厨2卫,中楼层 (共28层),125.51,平层,98.79,板楼,东南,框架结构,毛坯,两梯三户,有,天元区
73.8,3室2厅1厨2卫,中楼层 (共32层),125.0,平层,,,南,未知结构,精装,一梯三户,无,石峰区
73.8,4室1厅1厨2卫,低楼层 (共27层),142.0,平层,,,南,未知结构,毛坯,一梯四户,无,天元区
66.8,4室2厅1厨2卫,高楼层 (共31层),131.7,复式,103.06,板塔结合,南,钢混结构,毛坯,两梯四户,有,荷塘区
82.8,3室2厅1厨2卫,低楼层 (共27层),143.0,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,芦淞区
98.0,4室2厅1厨2卫,高楼层 (共32层),143.0,平层,121.83,,东南,未知结构,简装,一梯三户,无,石峰区
76.9,3室2厅0厨1卫,高楼层 (共21层),98.0,平层,,,南,未知结构,毛坯,两梯四户,有,天元区
78.8,3室2厅1厨2卫,高楼层 (共28层),130.91,平层,128.0,板塔结合,东南 东 南 西北,钢混结构,精装,两梯四户,有,天元区
59.8,3室2厅1厨2卫,低楼层 (共18层),121.6,平层,96.27,板塔结合,西南,钢混结构,简装,两梯两户,有,天元区
55.0,4室2厅1厨2卫,中楼层 (共7层),145.96,平层,,板楼,南 北,钢混结构,精装,一梯两户,无,天元区
55.0,3室2厅1厨1卫,高楼层 (共32层),94.99,平层,,,南 北,未知结构,毛坯,一梯三户,无,芦淞区
56.0,3室2厅1厨1卫,中楼层 (共17层),116.16,平层,,板楼,东南,钢混结构,精装,一梯三户,无,荷塘区
78.8,3室2厅1厨2卫,中楼层 (共33层),115.94,平层,89.47,,东南,未知结构,精装,两梯三户,有,天元区
69.9,3室2厅1厨2卫,高楼层 (共33层),107.21,平层,,板塔结合,南,钢混结构,精装,两梯三户,有,天元区
36.0,3室1厅1厨1卫,低楼层 (共31层),79.57,平层,,塔楼,南,钢混结构,精装,四梯十二户,有,芦淞区
18.0,2室2厅1厨1卫,高楼层 (共6层),86.26,平层,,,南 北,未知结构,简装,一梯两户,无,芦淞区
53.0,4室2厅1厨2卫,高楼层 (共7层),191.46,复式,,塔楼,南,混合结构,精装,一梯两户,无,芦淞区
65.8,3室2厅1厨2卫,高楼层 (共30层),126.92,平层,,塔楼,南,钢混结构,精装,两梯两户,有,芦淞区
103.0,3室2厅1厨2卫,中楼层 (共30层),113.48,平层,,板楼,南,钢混结构,精装,两梯四户,有,天元区
57.0,3室2厅1厨2卫,低楼层 (共28层),95.63,平层,,,南 北,未知结构,毛坯,一梯四户,无,荷塘区
75.0,4室2厅1厨2卫,低楼层 (共32层),139.83,平层,111.65,板楼,南,未知结构,毛坯,两梯四户,有,荷塘区
78.0,3室2厅1厨2卫,高楼层 (共31层),103.0,平层,,,南,钢混结构,毛坯,一梯六户,无,天元区
59.8,4室2厅2厨2卫,低楼层 (共33层),129.05,平层,,,东南,砖混结构,毛坯,一梯四户,无,石峰区
39.9,3室2厅1厨2卫,中楼层 (共18层),108.93,平层,,板塔结合,东南,钢混结构,毛坯,一梯四户,无,芦淞区
58.0,3室2厅1厨2卫,中楼层 (共7层),129.32,平层,112.0,板楼,南,钢混结构,精装,一梯两户,无,天元区
72.0,4室2厅1厨2卫,低楼层 (共31层),145.21,平层,,,南 北,未知结构,精装,一梯三户,无,石峰区
79.8,3室2厅1厨2卫,低楼层 (共6层),106.66,平层,94.94,板塔结合,南 北,框架结构,简装,一梯两户,无,天元区
58.5,3室2厅1厨2卫,高楼层 (共19层),138.0,平层,,,东 东南 南,未知结构,毛坯,一梯三户,无,石峰区
81.8,3室2厅1厨2卫,低楼层 (共18层),133.29,平层,120.0,板塔结合,东南,钢混结构,精装,两梯三户,有,天元区
36.0,3室2厅1厨1卫,中楼层 (共6层),92.24,平层,,板楼,南,砖混结构,简装,一梯两户,无,荷塘区
66.0,4室2厅1厨2卫,高楼层 (共33层),128.84,平层,,,南 北,钢混结构,毛坯,一梯三户,无,石峰区
63.5,4室2厅1厨2卫,高楼层 (共17层),118.27,平层,87.29,,东 东南 南 西南 西,未知结构,毛坯,一梯两户,无,天元区
88.0,3室2厅1厨2卫,低楼层 (共33层),115.25,平层,,板塔结合,南,钢混结构,精装,两梯三户,有,天元区
78.0,4室2厅1厨2卫,中楼层 (共33层),139.0,平层,,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,天元区
54.0,3室1厅1厨2卫,高楼层 (共33层),106.61,平层,,,东南,钢混结构,毛坯,一梯三户,无,石峰区
60.0,3室2厅1厨2卫,中楼层 (共18层),125.71,平层,,板楼,东南,钢混结构,精装,一梯三户,无,荷塘区
66.8,4室2厅1厨2卫,中楼层 (共8层),167.05,平层,,,东南,未知结构,精装,一梯两户,无,石峰区
98.0,4室2厅1厨2卫,高楼层 (共33层),115.08,平层,,塔楼,南,钢混结构,精装,两梯四户,有,天元区
76.8,4室2厅1厨2卫,低楼层 (共33层),132.78,平层,,板塔结合,南,钢混结构,毛坯,三梯六户,有,天元区
66.6,3室2厅1厨2卫,高楼层 (共18层),130.79,平层,130.79,板楼,南,钢混结构,简装,两梯三户,有,荷塘区
60.0,4室2厅1厨2卫,中楼层 (共7层),147.0,错层,,板楼,南,钢混结构,精装,一梯两户,无,天元区
75.0,4室1厅1厨2卫,中楼层 (共33层),136.46,平层,,板塔结合,东南,钢混结构,毛坯,两梯三户,有,天元区
35.8,3室2厅1厨1卫,高楼层 (共6层),102.73,平层,92.76,塔楼,南,钢混结构,精装,一梯两户,无,芦淞区
73.1,3室2厅1厨2卫,低楼层 (共18层),114.24,平层,91.58,板楼,东南 南,钢混结构,精装,一梯三户,无,荷塘区
50.8,3室2厅1厨2卫,高楼层 (共33层),117.0,平层,,,南 北,未知结构,毛坯,一梯三户,无,石峰区
60.0,3室2厅1厨2卫,中楼层 (共33层),100.15,平层,,板塔结合,南,框架结构,毛坯,一梯八户,无,天元区
78.0,4室2厅1厨2卫,低楼层 (共33层),120.38,平层,120.38,板塔结合,南,钢混结构,精装,三梯六户,有,天元区
43.8,3室2厅1厨2卫,高楼层 (共7层),129.04,平层,117.83,,南,未知结构,精装,一梯两户,无,石峰区
139.8,5室2厅1厨3卫,低楼层 (共4层),252.69,,,,南,未知结构,毛坯,其他,无,株洲县
55.8,3室2厅1厨1卫,中楼层 (共18层),101.0,平层,,板塔结合,南,钢混结构,精装,两梯三户,有,天元区
76.0,4室2厅1厨2卫,低楼层 (共33层),141.0,平层,,,南,未知结构,精装,一梯三户,无,石峰区
68.0,3室2厅1厨1卫,低楼层 (共27层),94.97,平层,,,东南,未知结构,毛坯,两梯四户,有,天元区
22.8,3室1厅1厨1卫,低楼层 (共7层),82.15,平层,72.73,,南,未知结构,简装,一梯两户,无,荷塘区
87.0,3室2厅1厨2卫,高楼层 (共18层),142.34,平层,123.5,板塔结合,南,框架结构,精装,一梯两户,无,天元区
102.8,4室2厅1厨2卫,低楼层 (共33层),146.13,平层,112.52,板楼,南 北,混合结构,精装,两梯四户,有,天元区
52.8,3室2厅1厨1卫,高楼层 (共18层),114.67,平层,,板楼,南,钢混结构,简装,两梯三户,有,荷塘区
99.5,4室1厅1厨2卫,高楼层 (共26层),143.54,平层,,,南,未知结构,精装,一梯四户,无,石峰区
46.0,3室1厅1厨1卫,中楼层 (共33层),92.0,平层,31.0,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,天元区
49.0,3室2厅1厨2卫,高楼层 (共33层),109.86,平层,,塔楼,南,钢混结构,毛坯,一梯四户,无,石峰区
43.6,3室2厅1厨1卫,中楼层 (共6层),80.96,平层,,板楼,南,钢混结构,精装,一梯两户,无,荷塘区
59.9,3室2厅1厨2卫,低楼层 (共18层),139.64,平层,114.52,板楼,南,钢混结构,精装,一梯六户,无,株洲县
72.0,3室2厅1厨2卫,低楼层 (共33层),110.58,平层,,板塔结合,南,钢混结构,毛坯,一梯四户,无,天元区
85.0,3室2厅1厨2卫,高楼层 (共19层),133.0,平层,115.0,塔楼,东南,钢混结构,精装,两梯三户,有,芦淞区
72.8,3室2厅1厨1卫,中楼层 (共31层),111.86,平层,,板塔结合,南 北,钢混结构,毛坯,两梯十四户,有,天元区
92.8,4室2厅1厨2卫,高楼层 (共32层),174.4,平层,140.0,板塔结合,南,钢混结构,毛坯,两梯两户,有,天元区
63.5,3室2厅1厨2卫,高楼层 (共26层),106.42,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
49.8,3室2厅1厨2卫,低楼层 (共29层),84.91,平层,,板塔结合,东南,钢混结构,简装,三梯六户,有,天元区
58.0,3室2厅1厨2卫,中楼层 (共17层),130.29,错层,114.18,塔楼,南 北,钢混结构,毛坯,两梯三户,有,天元区
88.8,4室2厅1厨2卫,低楼层 (共33层),113.76,平层,,板塔结合,东,框架结构,毛坯,两梯四户,有,天元区
51.0,3室2厅1厨2卫,中楼层 (共7层),119.74,平层,,,南,未知结构,精装,一梯两户,无,荷塘区
73.6,3室2厅1厨2卫,中楼层 (共33层),106.0,平层,,塔楼,南,钢混结构,毛坯,两梯四户,有,天元区
92.0,4室2厅1厨2卫,低楼层 (共31层),172.0,平层,,板塔结合,南 北,钢混结构,毛坯,两梯两户,有,天元区
36.6,3室2厅1厨1卫,中楼层 (共5层),111.86,平层,,,南,未知结构,简装,一梯两户,无,荷塘区
53.8,3室2厅1厨2卫,高楼层 (共30层),117.22,平层,,板楼,南,钢混结构,毛坯,两梯四户,有,天元区
89.4,3室2厅1厨2卫,高楼层 (共26层),112.77,平层,,,南,未知结构,精装,一梯四户,无,石峰区
68.5,3室2厅1厨2卫,低楼层 (共25层),124.94,平层,,板塔结合,南 北,框架结构,精装,一梯三户,无,荷塘区
22.8,2室1厅1厨1卫,中楼层 (共7层),70.35,平层,70.35,板楼,南 西,钢混结构,精装,一梯三户,无,天元区
82.0,4室2厅1厨2卫,高楼层 (共31层),140.0,平层,135.0,板楼,南 北,钢混结构,精装,两梯四户,有,天元区
65.0,3室2厅1厨2卫,低楼层 (共17层),146.95,错层,,,南,未知结构,精装,一梯四户,无,天元区
69.0,3室2厅1厨2卫,低楼层 (共32层),124.83,平层,102.77,板塔结合,东 东南 南,钢混结构,简装,两梯四户,有,天元区
76.8,3室2厅1厨2卫,中楼层 (共30层),130.0,平层,120.0,塔楼,南,钢混结构,精装,一梯三户,无,荷塘区
36.0,3室2厅1厨2卫,高楼层 (共18层),109.28,平层,100.0,,南 北,未知结构,毛坯,一梯五户,无,株洲县
58.8,3室2厅1厨1卫,低楼层 (共33层),92.2,平层,,板塔结合,东南,钢混结构,精装,两梯三户,有,天元区
80.0,4室2厅1厨2卫,中楼层 (共24层),123.26,平层,,塔楼,南,钢混结构,精装,两梯三户,有,天元区
60.8,4室2厅1厨2卫,中楼层 (共7层),132.77,错层,,板楼,南 北,钢混结构,精装,一梯两户,无,天元区
53.0,3室2厅1厨2卫,中楼层 (共8层),144.67,平层,130.02,,东南,未知结构,精装,一梯两户,无,天元区
73.8,3室2厅1厨2卫,高楼层 (共32层),110.68,平层,,,南 北,未知结构,精装,两梯三户,有,天元区
108.0,4室2厅1厨2卫,低楼层 (共26层),133.0,平层,,,南,未知结构,精装,一梯四户,无,天元区
66.8,3室2厅1厨2卫,高楼层 (共26层),114.54,平层,,,南,未知结构,精装,一梯四户,无,石峰区
113.0,4室2厅1厨2卫,低楼层 (共27层),142.4,平层,,,东南,未知结构,精装,一梯四户,无,天元区
63.8,3室2厅1厨1卫,高楼层 (共21层),99.36,平层,83.07,板塔结合,南,框架结构,精装,两梯六户,有,天元区
71.0,4室2厅1厨2卫,高楼层 (共28层),133.74,平层,120.0,板楼,东南,框架结构,简装,六梯三户,有,荷塘区
80.0,3室2厅1厨2卫,低楼层 (共17层),133.61,错层,,板塔结合,东南,钢混结构,精装,两梯四户,有,天元区
80.8,3室2厅1厨2卫,高楼层 (共29层),125.98,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
86.8,4室2厅1厨2卫,高楼层 (共18层),137.13,平层,113.16,塔楼,东南,钢混结构,精装,一梯三户,无,荷塘区
50.0,3室2厅1厨2卫,低楼层 (共33层),117.22,平层,94.83,,东南,未知结构,毛坯,一梯三户,无,石峰区
63.9,3室2厅1厨1卫,中楼层 (共30层),90.81,平层,72.34,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
66.8,3室2厅1厨1卫,中楼层 (共30层),90.81,平层,72.34,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
43.0,3室2厅1厨1卫,中楼层 (共7层),101.03,平层,100.0,板楼,南 北,砖混结构,简装,一梯两户,无,芦淞区
71.8,3室2厅1厨2卫,中楼层 (共33层),113.8,平层,,板塔结合,南,钢混结构,精装,两梯三户,有,天元区
66.0,3室2厅1厨2卫,中楼层 (共32层),125.55,平层,103.36,板塔结合,南,钢混结构,毛坯,两梯四户,有,天元区
71.8,3室2厅1厨2卫,低楼层 (共18层),120.0,平层,,板楼,南 北,框架结构,精装,一梯两户,有,天元区
82.0,4室2厅1厨2卫,高楼层 (共24层),172.62,平层,,,南,未知结构,精装,两梯两户,有,石峰区
54.8,3室2厅1厨1卫,高楼层 (共33层),100.39,平层,81.87,板塔结合,南,混合结构,毛坯,两梯四户,有,天元区
83.0,4室2厅1厨2卫,中楼层 (共27层),141.33,平层,,板塔结合,南 北,混合结构,毛坯,两梯四户,有,天元区
79.8,3室2厅1厨2卫,低楼层 (共18层),126.38,平层,120.0,板塔结合,东,框架结构,精装,两梯三户,有,天元区
74.5,4室2厅1厨2卫,中楼层 (共31层),111.38,平层,87.39,板塔结合,南 北,钢混结构,精装,两梯四户,有,天元区
99.8,4室2厅1厨2卫,低楼层 (共15层),158.3,平层,149.0,塔楼,南 北,钢混结构,精装,一梯两户,无,天元区
71.6,4室2厅1厨2卫,高楼层 (共29层),111.5,平层,111.0,板塔结合,东南,钢混结构,精装,三梯六户,有,天元区
67.0,4室2厅1厨2卫,高楼层 (共17层),154.35,平层,,,南,框架结构,毛坯,两梯一户,有,株洲县
68.0,3室1厅1厨2卫,高楼层 (共10层),131.38,平层,110.0,板塔结合,南,钢混结构,毛坯,一梯两户,有,芦淞区
71.3,3室2厅1厨2卫,中楼层 (共30层),122.92,平层,,板塔结合,南,砖混结构,简装,两梯四户,有,天元区
99.8,4室2厅1厨2卫,低楼层 (共32层),115.6,平层,,板塔结合,南,钢混结构,精装,一梯四户,有,天元区
59.8,3室2厅1厨2卫,低楼层 (共17层),131.0,平层,,塔楼,南 北,钢混结构,简装,一梯三户,有,天元区
50.0,3室2厅1厨2卫,中楼层 (共8层),133.73,错层,,,南,未知结构,精装,一梯两户,无,芦淞区
60.8,3室2厅1厨2卫,低楼层 (共15层),125.91,平层,106.87,板塔结合,南,钢混结构,精装,一梯两户,有,荷塘区
59.8,3室2厅1厨2卫,高楼层 (共27层),124.79,平层,,板楼,南,钢混结构,毛坯,两梯四户,有,荷塘区
178.0,5室3厅1厨3卫,低楼层 (共3层),223.08,,223.0,,南,钢混结构,毛坯,其他,无,荷塘区
56.9,3室2厅1厨2卫,低楼层 (共11层),143.0,平层,63.47,板楼,南,砖混结构,毛坯,一梯两户,有,天元区
66.0,3室2厅1厨1卫,低楼层 (共30层),109.83,平层,,,南,未知结构,精装,两梯四户,有,荷塘区
62.0,3室2厅1厨2卫,高楼层 (共30层),110.18,平层,85.82,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,荷塘区
50.0,3室2厅1厨2卫,高楼层 (共17层),130.74,平层,,,南,未知结构,毛坯,两梯三户,有,荷塘区
68.0,3室2厅1厨2卫,中楼层 (共28层),135.0,平层,121.0,板楼,南,框架结构,毛坯,六梯三户,有,荷塘区
65.8,4室2厅1厨2卫,低楼层 (共17层),144.0,错层,,板楼,南,钢混结构,简装,两梯三户,有,天元区
74.8,3室2厅1厨2卫,高楼层 (共33层),115.5,平层,,板塔结合,南,钢混结构,精装,两梯六户,有,天元区
97.0,4室2厅1厨2卫,低楼层 (共33层),146.53,平层,116.94,板塔结合,东南,钢混结构,毛坯,两梯三户,有,天元区
56.0,3室2厅1厨2卫,中楼层 (共18层),119.01,错层,103.65,板塔结合,南 北,钢混结构,精装,一梯三户,有,芦淞区
58.8,5室2厅1厨2卫,低楼层 (共24层),133.0,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有,天元区
62.0,3室2厅1厨1卫,低楼层 (共33层),107.5,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有,荷塘区
62.6,3室2厅1厨2卫,低楼层 (共33层),110.86,平层,,板塔结合,南 北,钢混结构,精装,两梯四户,有,天元区
130.0,4室2厅1厨2卫,中楼层 (共17层),167.0,复式,,板楼,南 北,钢混结构,精装,一梯四户,无,荷塘区
45.8,3室2厅1厨2卫,低楼层 (共7层),127.4,平层,116.2,板塔结合,东南,钢混结构,毛坯,一梯两户,无,天元区
69.8,4室2厅1厨2卫,中楼层 (共17层),175.13,平层,,,南,框架结构,毛坯,一梯一户,无,株洲县
115.0,3室2厅1厨2卫,中楼层 (共17层),120.1,平层,,塔楼,南 北,钢混结构,精装,两梯四户,有,天元区
18.6,2室2厅1厨1卫,中楼层 (共6层),67.59,平层,,,南,未知结构,精装,一梯两户,无,石峰区
65.0,3室2厅1厨1卫,高楼层 (共17层),116.16,平层,,板楼,东南,钢混结构,精装,两梯三户,有,荷塘区
96.0,4室2厅1厨2卫,高楼层 (共30层),157.15,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,荷塘区
88.0,4室2厅1厨2卫,中楼层 (共33层),137.0,平层,106.39,,南 北,未知结构,毛坯,一梯三户,无,芦淞区
66.0,4室2厅1厨2卫,中楼层 (共16层),142.03,平层,116.29,,南 北,未知结构,毛坯,两梯三户,有,荷塘区
49.8,3室2厅1厨2卫,低楼层 (共8层),118.0,平层,,板塔结合,南,钢混结构,精装,一梯两户,无,天元区
115.6,4室2厅1厨2卫,低楼层 (共31层),125.79,平层,,,东南,钢混结构,精装,两梯四户,有,天元区
68.8,4室2厅1厨2卫,高楼层 (共31层),141.32,平层,,塔楼,南,混合结构,毛坯,两梯四户,有,天元区
52.0,3室2厅1厨2卫,中楼层 (共8层),122.41,平层,,板楼,东南,砖混结构,简装,一梯两户,无,天元区
48.9,3室2厅1厨2卫,中楼层 (共33层),107.0,平层,,,南,钢混结构,毛坯,一梯三户,无,石峰区
22.8,2室1厅1厨1卫,高楼层 (共8层),80.0,平层,,板楼,南,砖混结构,简装,一梯两户,无,荷塘区
35.8,4室2厅1厨2卫,高楼层 (共7层),123.0,平层,,板楼,南 北,砖混结构,简装,一梯两户,无,天元区
51.6,3室2厅1厨1卫,中楼层 (共29层),86.93,平层,,,东南,未知结构,毛坯,一梯四户,无,天元区
80.0,4室2厅1厨2卫,高楼层 (共33层),141.86,平层,107.28,板塔结合,南 北,钢混结构,精装,两梯三户,有,天元区
