金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯
134.0,3室2厅1厨1卫,高楼层 (共18层),120.0,平层,,板楼,东 西,未知结构,其他,一梯四户,无
46.0,1室1厅1厨1卫,低楼层 (共9层),49.0,平层,,板塔结合,北,钢混结构,其他,一梯十户,无
65.0,1室1厅1厨1卫,高楼层 (共31层),50.0,平层,,板楼,南,钢混结构,其他,一梯六户,无
50.0,1室2厅1厨1卫,高楼层 (共18层),53.0,平层,,板塔结合,东,钢混结构,简装,两梯六户,有
125.0,3室2厅1厨1卫,高楼层 (共18层),110.0,平层,,板塔结合,南,钢混结构,精装,一梯四户,无
35.0,1室0厅1厨1卫,中楼层 (共18层),40.24,平层,,板塔结合,东南,钢混结构,精装,两梯八户,有
37.5,1室1厅1厨1卫,低楼层 (共11层),43.0,平层,,板塔结合,北,钢混结构,精装,一梯十二户,无
82.0,2室2厅1厨1卫,中楼层 (共25层),77.0,平层,,板塔结合,东北,框架结构,毛坯,一梯六户,无
60.0,1室1厅1厨1卫,高楼层 (共18层),57.0,平层,,板塔结合,西北,未知结构,简装,两梯六户,有
55.8,1室1厅1厨1卫,高楼层 (共11层),67.85,平层,,板塔结合,东南,钢混结构,简装,一梯十一户,有
68.0,1室1厅1厨1卫,高楼层 (共17层),57.0,平层,,板塔结合,东北,钢混结构,精装,一梯六户,无
93.0,3室1厅1厨1卫,高楼层 (共18层),88.0,平层,,板塔结合,西南,框架结构,其他,两梯三户,有
60.0,1室1厅1厨1卫,低楼层 (共7层),68.0,平层,,板塔结合,东南,钢混结构,其他,一梯十一户,无
58.0,1室1厅1厨1卫,低楼层 (共9层),68.0,平层,,板塔结合,东北,钢混结构,精装,一梯十二户,无
50.0,1室1厅1厨1卫,中楼层 (共33层),50.0,平层,,板塔结合,南,钢混结构,精装,两梯五户,有
33.0,1室1厅1厨1卫,高楼层 (共7层),44.0,平层,,板塔结合,西北,钢混结构,简装,一梯十一户,无
45.0,1室0厅1厨1卫,中楼层 (共17层),46.0,平层,,板楼,南,钢混结构,其他,一梯八户,无
105.0,3室2厅1厨1卫,低楼层 (共30层),117.16,平层,,板塔结合,北,钢混结构,其他,一梯六户,无
60.0,1室2厅1厨1卫,中楼层 (共17层),57.61,平层,46.56,,南 北,未知结构,其他,一梯两户,无
73.0,1室1厅1厨1卫,高楼层 (共16层),59.0,平层,,板塔结合,西北 南,钢混结构,其他,两梯九户,有
30.0,1室1厅1厨1卫,高楼层 (共18层),40.0,平层,,板塔结合,南,钢混结构,其他,一梯八户,无
68.0,1室1厅1厨1卫,高楼层 (共30层),59.9,平层,,板塔结合,北,钢混结构,精装,一梯八户,无
78.0,1室1厅1厨1卫,低楼层 (共22层),65.0,平层,,板塔结合,南,钢混结构,其他,两梯八户,有
40.0,1室1厅1厨1卫,低楼层 (共15层),53.0,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
102.0,2室2厅1厨1卫,高楼层 (共31层),85.8,平层,,板塔结合,北,钢混结构,精装,三梯八户,有
68.0,2室2厅1厨1卫,中楼层 (共18层),65.0,平层,,板塔结合,南,钢混结构,精装,一梯八户,无
65.0,1室1厅1厨1卫,中楼层 (共23层),60.0,平层,,塔楼,南,钢混结构,精装,三梯二十户,有
93.0,3室2厅1厨2卫,高楼层 (共17层),105.0,平层,,板楼,南,钢混结构,精装,两梯七户,有
40.0,1室1厅1厨1卫,低楼层 (共26层),57.31,平层,,板塔结合,南,钢混结构,简装,两梯六户,有
51.0,1室0厅1厨1卫,中楼层 (共18层),40.0,平层,,板塔结合,东南,钢混结构,精装,两梯八户,有
78.0,1室0厅1厨1卫,中楼层 (共18层),46.08,平层,,板楼,南,钢混结构,精装,三梯十二户,有
45.0,2室1厅1厨1卫,高楼层 (共11层),60.78,平层,,板楼,西,钢混结构,精装,一梯八户,无
100.0,2室2厅1厨1卫,高楼层 (共18层),86.0,平层,,塔楼,南,钢混结构,其他,两梯四户,有
40.0,1室1厅1厨1卫,低楼层 (共26层),57.31,平层,,板塔结合,南,钢混结构,简装,两梯六户,有
51.0,1室0厅1厨1卫,中楼层 (共18层),40.0,平层,,板塔结合,东南,钢混结构,精装,两梯八户,有
78.0,1室0厅1厨1卫,中楼层 (共18层),46.08,平层,,板楼,南,钢混结构,精装,三梯十二户,有
128.0,3室2厅1厨2卫,低楼层 (共30层),117.0,平层,,板塔结合,南 北,钢混结构,毛坯,两梯六户,有
68.0,2室2厅1厨1卫,中楼层 (共18层),65.0,平层,,板塔结合,南,钢混结构,精装,一梯八户,无
160.0,3室3厅1厨2卫,中楼层 (共24层),128.0,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有
38.0,1室1厅1厨1卫,低楼层 (共26层),51.0,平层,,,南,未知结构,其他,一梯七户,无
85.0,1室1厅1厨1卫,中楼层 (共27层),61.0,平层,,板楼,东北,钢混结构,其他,两梯九户,有
85.0,2室2厅1厨1卫,低楼层 (共18层),82.5,平层,,塔楼,北 西北,钢混结构,简装,两梯六户,有
120.0,3室2厅1厨2卫,低楼层 (共25层),114.6,平层,,塔楼,南 北,钢混结构,精装,两梯四户,有
105.0,3室2厅1厨1卫,中楼层 (共17层),104.89,平层,,板塔结合,南 北,钢混结构,精装,两梯七户,有
52.0,1室1厅1厨1卫,中楼层 (共17层),46.1,平层,,板塔结合,南,钢混结构,简装,两梯八户,有
106.0,3室1厅1厨1卫,高楼层 (共24层),85.62,平层,,板塔结合,南 北,钢混结构,其他,一梯六户,无
120.0,3室2厅1厨1卫,中楼层 (共30层),116.0,平层,,板塔结合,东北,未知结构,其他,两梯六户,有
34.0,1室0厅0厨1卫,高楼层 (共9层),42.83,平层,,板塔结合,东南,钢混结构,其他,一梯十户,无
60.0,1室1厅1厨1卫,高楼层 (共18层),56.8,平层,,板塔结合,北,钢混结构,其他,两梯六户,有
188.0,3室2厅1厨2卫,低楼层 (共24层),134.85,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有
70.0,2室2厅1厨1卫,高楼层 (共33层),62.0,平层,,板塔结合,南 北,钢混结构,其他,两梯六户,有
37.0,1室1厅1厨1卫,高楼层 (共11层),39.0,平层,,板塔结合,南,钢混结构,简装,一梯五户,无
46.0,1室1厅1厨1卫,低楼层 (共13层),46.0,平层,,塔楼,南,钢混结构,其他,两梯二十二户,有
65.0,1室1厅1厨1卫,中楼层 (共19层),63.64,平层,,,东南,未知结构,其他,一梯六户,无
55.0,1室1厅1厨1卫,中楼层 (共33层),50.0,平层,,塔楼,南,钢混结构,精装,两梯五户,有
70.5,1室1厅1厨1卫,低楼层 (共18层),47.0,平层,,板塔结合,南,钢混结构,其他,一梯四户,无
48.0,2室1厅1厨1卫,高楼层 (共17层),71.23,平层,,塔楼,南 北,框架结构,其他,两梯六户,有
90.0,2室1厅1厨2卫,中楼层 (共25层),75.92,平层,,板塔结合,南,钢混结构,简装,三梯九户,有
65.0,1室1厅1厨1卫,低楼层 (共18层),56.16,平层,,板塔结合,南,钢混结构,精装,两梯六户,有
108.0,3室2厅1厨2卫,低楼层 (共11层),93.0,平层,,板塔结合,南 北,钢混结构,精装,一梯两户,无
138.0,3室2厅1厨2卫,中楼层 (共15层),115.0,平层,,板塔结合,南,钢混结构,简装,一梯五户,无
55.0,1室1厅2厨1卫,高楼层 (共11层),68.0,平层,,板塔结合,南,钢混结构,简装,一梯十一户,无
62.0,1室2厅1厨1卫,低楼层 (共18层),60.97,平层,,,北,未知结构,其他,一梯六户,无
56.5,1室1厅1厨1卫,低楼层 (共9层),68.0,平层,,板塔结合,南,钢混结构,精装,一梯十二户,无
90.0,2室2厅1厨1卫,低楼层 (共18层),78.0,平层,,板塔结合,南,钢混结构,精装,两梯六户,有
125.0,4室1厅1厨2卫,中楼层 (共18层),97.0,平层,,板塔结合,南,钢混结构,精装,一梯六户,无
110.0,3室2厅1厨2卫,中楼层 (共18层),98.0,平层,,板塔结合,南,钢混结构,简装,两梯六户,有
140.0,4室2厅1厨2卫,高楼层 (共5层),164.0,跃层,,板塔结合,东南,钢混结构,毛坯,一梯两户,无
59.0,1室1厅1厨1卫,高楼层 (共18层),57.0,平层,,板塔结合,北,钢混结构,其他,两梯六户,有
34.0,1室0厅0厨0卫,中楼层 (共26层),40.07,平层,,,南,未知结构,精装,一梯七户,无
125.0,3室2厅1厨2卫,高楼层 (共11层),120.0,平层,,板楼,南 北,框架结构,其他,一梯一户,有
65.0,1室2厅1厨1卫,中楼层 (共17层),57.0,平层,,板楼,北,钢混结构,其他,两梯六户,有
73.0,3室1厅1厨1卫,高楼层 (共25层),84.39,平层,,塔楼,西南,钢混结构,精装,两梯十八户,有
38.0,1室0厅1厨1卫,中楼层 (共7层),42.7,平层,,板塔结合,东北,钢混结构,其他,一梯十户,无
32.0,1室1厅1厨1卫,中楼层 (共17层),40.16,平层,33.7,板塔结合,南,钢混结构,简装,一梯六户,无
47.0,1室1厅1厨1卫,高楼层 (共33层),50.51,平层,,板塔结合,东 南,框架结构,精装,两梯五户,有
62.0,1室1厅1厨1卫,低楼层 (共18层),57.08,平层,,板塔结合,东南,钢混结构,精装,两梯八户,有
70.0,2室1厅1厨1卫,高楼层 (共25层),65.44,平层,,板塔结合,南,钢混结构,精装,一梯八户,无
90.0,3室1厅1厨1卫,低楼层 (共9层),100.0,平层,,板塔结合,南 北,钢混结构,其他,一梯十户,无
45.0,1室1厅1厨1卫,高楼层 (共17层),53.0,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
54.0,1室2厅1厨1卫,中楼层 (共18层),56.0,平层,,板塔结合,东,钢混结构,简装,两梯六户,有
104.0,3室2厅1厨2卫,低楼层 (共11层),96.01,平层,,板塔结合,南 北,钢混结构,其他,一梯两户,无
37.0,1室0厅1厨1卫,低楼层 (共7层),44.0,平层,,板塔结合,西南,钢混结构,精装,一梯十一户,无
75.0,1室1厅1厨1卫,中楼层 (共23层),63.23,平层,,塔楼,北,钢混结构,其他,一梯七户,无
135.0,3室2厅1厨2卫,中楼层 (共18层),106.73,平层,,板楼,南 北,钢混结构,简装,一梯六户,无
138.0,3室2厅1厨2卫,中楼层 (共15层),115.0,平层,,板塔结合,南,钢混结构,简装,一梯五户,无
61.0,1室1厅1厨1卫,低楼层 (共18层),56.0,平层,,板塔结合,西北,钢混结构,其他,两梯六户,有
70.0,1室2厅1厨1卫,低楼层 (共16层),58.3,平层,,板塔结合,南,钢混结构,其他,两梯五户,有
80.0,1室1厅1厨1卫,低楼层 (共14层),63.25,平层,,塔楼,南,未知结构,精装,一梯二十二户,无
58.0,3室2厅1厨2卫,中楼层 (共10层),47.51,平层,,板塔结合,东南,钢混结构,其他,一梯八户,无
47.0,1室1厅1厨1卫,中楼层 (共16层),68.13,平层,,板塔结合,南 北,钢混结构,精装,一梯七户,无
75.0,1室1厅1厨1卫,中楼层 (共23层),63.23,平层,,塔楼,北,钢混结构,其他,一梯七户,无
55.0,1室2厅1厨1卫,高楼层 (共22层),56.91,平层,,板塔结合,南,钢混结构,其他,两梯七户,有
37.0,1室1厅1厨1卫,高楼层 (共18层),50.63,平层,,板塔结合,北,钢混结构,其他,一梯三户,无
72.0,2室1厅1厨1卫,中楼层 (共18层),63.51,平层,,板塔结合,东南,钢混结构,简装,一梯六户,无
110.0,3室2厅1厨2卫,低楼层 (共18层),97.41,平层,78.52,板塔结合,南 北,钢混结构,其他,一梯六户,无
144.0,4室2厅1厨2卫,中楼层 (共11层),120.0,平层,,板塔结合,南,钢混结构,其他,一梯两户,无
88.0,2室2厅1厨1卫,低楼层 (共19层),88.0,平层,,板塔结合,西北,框架结构,其他,两梯七户,有
145.0,3室2厅1厨2卫,高楼层 (共18层),138.0,平层,,板塔结合,南 北,钢混结构,其他,一梯三户,无
50.0,2室2厅1厨1卫,高楼层 (共6层),85.33,平层,,板塔结合,南 北,钢混结构,毛坯,一梯两户,无
90.0,2室1厅1厨1卫,中楼层 (共18层),81.0,平层,,板塔结合,南,钢混结构,其他,一梯四户,无
65.0,2室2厅1厨1卫,高楼层 (共18层),67.96,平层,54.01,板塔结合,北,钢混结构,其他,两梯六户,有
71.0,2室2厅1厨1卫,高楼层 (共18层),64.75,平层,,,北,未知结构,其他,一梯六户,无
100.0,3室2厅1厨1卫,低楼层 (共18层),94.34,平层,,板塔结合,东南 西北,钢混结构,其他,一梯六户,无
75.0,2室2厅1厨1卫,低楼层 (共18层),74.62,平层,,板楼,南,钢混结构,简装,一梯四户,无
81.0,2室2厅1厨1卫,中楼层 (共18层),78.0,平层,,板楼,西南,钢混结构,其他,两梯八户,有
90.0,2室2厅1厨1卫,低楼层 (共18层),81.28,平层,,板塔结合,南 北,钢混结构,其他,一梯五户,无
85.0,2室2厅1厨1卫,高楼层 (共11层),77.81,平层,,板塔结合,南,钢混结构,简装,一梯四户,有
55.0,1室1厅1厨1卫,高楼层 (共18层),54.68,平层,,板塔结合,东南,钢混结构,简装,一梯十户,无
51.0,1室2厅1厨1卫,中楼层 (共26层),63.23,平层,,板塔结合,南,钢混结构,其他,两梯七户,有
65.0,2室1厅1厨1卫,高楼层 (共21层),58.9,平层,,板塔结合,东北,钢混结构,其他,一梯六户,无
90.0,3室2厅1厨2卫,中楼层 (共15层),116.16,平层,,板塔结合,南 北,钢混结构,毛坯,一梯五户,有
43.0,1室2厅1厨1卫,高楼层 (共26层),57.0,平层,,板塔结合,南,钢混结构,其他,两梯七户,有
95.0,2室1厅1厨1卫,低楼层 (共18层),81.58,平层,,板塔结合,东南,框架结构,简装,两梯六户,有
43.0,1室2厅1厨1卫,高楼层 (共26层),57.0,平层,,板塔结合,南,钢混结构,其他,两梯七户,有
78.0,2室1厅1厨1卫,低楼层 (共18层),71.0,平层,,板塔结合,南,钢混结构,精装,一梯六户,无
133.0,2室2厅1厨1卫,中楼层 (共16层),91.0,平层,,板楼,南,钢混结构,其他,两梯五户,有
68.0,1室1厅1厨1卫,高楼层 (共18层),60.97,平层,,,南,未知结构,毛坯,一梯六户,无
120.0,3室2厅1厨2卫,中楼层 (共18层),115.85,平层,,板塔结合,南 北,钢混结构,毛坯,一梯五户,无
58.0,1室1厅1厨1卫,低楼层 (共12层),64.2,平层,,板塔结合,南,钢混结构,简装,一梯六户,无
50.0,1室0厅1厨1卫,高楼层 (共33层),49.0,平层,,塔楼,南,钢混结构,精装,两梯五户,有
68.0,2室2厅1厨1卫,高楼层 (共18层),73.3,平层,,板楼,西南,钢混结构,精装,一梯四户,无
102.0,2室1厅1厨1卫,低楼层 (共25层),86.0,平层,,板塔结合,南,钢混结构,其他,两梯四户,有
34.0,1室0厅0厨0卫,中楼层 (共11层),40.0,平层,,板楼,南,钢混结构,精装,一梯四户,无
83.0,2室2厅1厨1卫,低楼层 (共11层),76.8,平层,,板塔结合,南 北,钢混结构,其他,一梯两户,无
95.0,2室2厅1厨1卫,高楼层 (共17层),80.74,平层,,板塔结合,北,钢混结构,简装,一梯八户,无
35.0,1室1厅1厨1卫,高楼层 (共17层),35.0,平层,,塔楼,南,框架结构,其他,两梯六户,有
91.0,2室1厅1厨1卫,中楼层 (共19层),84.76,平层,,板楼,南 北,钢混结构,其他,两梯四户,有
34.0,1室0厅0厨1卫,中楼层 (共11层),40.0,平层,,板楼,南,钢混结构,精装,一梯四户,无
98.0,2室2厅1厨1卫,高楼层 (共26层),92.0,平层,,板楼,南,钢混结构,精装,一梯九户,无
53.0,1室1厅1厨1卫,中楼层 (共11层),57.48,平层,,板塔结合,北,钢混结构,简装,一梯四户,无
92.0,2室2厅1厨1卫,高楼层 (共30层),86.0,平层,,板塔结合,南,钢混结构,其他,一梯八户,无
51.0,1室0厅1厨1卫,低楼层 (共15层),47.0,平层,,板塔结合,北,钢混结构,其他,一梯八户,无
65.0,2室1厅1厨1卫,中楼层 (共11层),73.0,平层,,板楼,南,钢混结构,毛坯,两梯六户,有
85.0,2室2厅1厨1卫,中楼层 (共25层),85.0,平层,,塔楼,南 北,钢混结构,毛坯,两梯十三户,有
97.0,2室2厅1厨1卫,中楼层 (共30层),87.47,平层,,板塔结合,南,钢混结构,其他,两梯六户,有
60.0,1室0厅1厨1卫,中楼层 (共23层),57.0,平层,,塔楼,西 东,钢混结构,其他,三梯二十户,有
94.0,2室2厅1厨1卫,高楼层 (共18层),86.4,平层,,板塔结合,南,钢混结构,精装,两梯五户,有
85.0,2室1厅1厨1卫,低楼层 (共17层),71.0,平层,,板塔结合,北 南,框架结构,精装,两梯八户,有
82.0,2室2厅1厨1卫,高楼层 (共18层),85.95,平层,,板塔结合,西,钢混结构,精装,一梯四户,无
95.0,2室2厅1厨1卫,低楼层 (共18层),91.76,平层,,板塔结合,东北,钢混结构,精装,一梯六户,无
40.0,1室0厅1厨1卫,低楼层 (共18层),41.0,平层,,板塔结合,东南,钢混结构,精装,两梯八户,有
70.0,2室2厅1厨1卫,高楼层 (共18层),85.0,平层,,板楼,西北,钢混结构,精装,一梯四户,无
95.0,2室2厅1厨1卫,中楼层 (共30层),88.0,平层,,板塔结合,西北,未知结构,简装,两梯六户,有
65.0,1室1厅1厨1卫,低楼层 (共18层),60.0,平层,,塔楼,西南,钢混结构,精装,两梯六户,有
129.0,2室1厅1厨2卫,高楼层 (共18层),105.95,复式,,板塔结合,南,钢混结构,毛坯,一梯四户,无
45.0,1室1厅1厨1卫,高楼层 (共13层),43.62,平层,,塔楼,南,钢混结构,精装,两梯二十二户,有
85.0,2室2厅1厨1卫,低楼层 (共18层),85.0,平层,,板塔结合,北 西,钢混结构,简装,两梯五户,有
50.0,1室0厅1厨1卫,低楼层 (共7层),52.42,平层,,板塔结合,西,钢混结构,精装,一梯八户,无
56.0,2室2厅1厨1卫,低楼层 (共6层),85.0,平层,,板塔结合,东,钢混结构,毛坯,一梯两户,无
98.0,2室1厅1厨1卫,低楼层 (共33层),90.42,平层,,板塔结合,南,钢混结构,精装,一梯四户,无
90.0,2室2厅1厨1卫,低楼层 (共15层),87.0,平层,,塔楼,南,钢混结构,其他,一梯六户,无
53.0,1室1厅1厨1卫,高楼层 (共29层),43.94,平层,25.98,板塔结合,南,钢混结构,精装,四梯八户,有
73.0,1室2厅1厨1卫,低楼层 (共23层),63.23,平层,,塔楼,北,钢混结构,精装,一梯七户,无
40.0,1室1厅1厨1卫,高楼层 (共11层),43.76,平层,,板塔结合,东北,钢混结构,其他,一梯十二户,无
95.0,2室2厅1厨1卫,中楼层 (共14层),80.3,平层,,板塔结合,北,钢混结构,毛坯,两梯六户,有
77.0,2室2厅1厨1卫,低楼层 (共18层),77.0,平层,,板塔结合,东北,未知结构,精装,一梯六户,无
68.0,1室1厅1厨1卫,中楼层 (共22层),65.0,平层,,板塔结合,东南,钢混结构,精装,两梯八户,有
88.0,2室1厅1厨1卫,中楼层 (共18层),79.35,平层,,板楼,北,钢混结构,精装,一梯六户,无
75.0,2室2厅1厨1卫,中楼层 (共12层),84.0,平层,,板塔结合,南,钢混结构,简装,一梯六户,无
88.0,2室1厅1厨2卫,低楼层 (共11层),87.43,平层,,板塔结合,东 西,钢混结构,其他,一梯两户,无
78.0,2室2厅1厨1卫,低楼层 (共13层),92.7,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
90.0,2室1厅1厨1卫,低楼层 (共18层),78.32,平层,,板塔结合,南,钢混结构,精装,两梯六户,有
45.0,1室0厅1厨1卫,低楼层 (共17层),45.0,平层,,板塔结合,北,钢混结构,精装,一梯八户,无
75.0,1室1厅1厨1卫,低楼层 (共17层),56.12,平层,,板塔结合,东北,钢混结构,其他,两梯六户,有
46.0,1室0厅1厨1卫,中楼层 (共16层),44.09,平层,,板塔结合,东南,钢混结构,精装,两梯八户,有
38.0,1室0厅1厨1卫,低楼层 (共12层),45.8,平层,,板塔结合,北,钢混结构,精装,一梯十一户,无
88.0,2室2厅1厨1卫,中楼层 (共30层),87.47,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
79.0,2室1厅1厨1卫,低楼层 (共18层),82.0,平层,,板塔结合,西,未知结构,其他,两梯六户,有
135.0,2室2厅1厨1卫,低楼层 (共16层),89.5,平层,,板塔结合,北,钢混结构,其他,两梯三户,有
35.0,1室1厅1厨1卫,高楼层 (共9层),43.0,平层,,板塔结合,西北,钢混结构,毛坯,一梯十一户,无
53.0,1室0厅1厨1卫,高楼层 (共17层),48.0,平层,,板塔结合,南,钢混结构,精装,一梯八户,无
119.0,2室2厅1厨1卫,高楼层 (共21层),87.0,平层,,板塔结合,南 北,钢混结构,其他,一梯四户,无
41.8,1室1厅1厨1卫,中楼层 (共9层),43.76,平层,,板塔结合,东南,钢混结构,精装,一梯十二户,无
86.0,2室2厅1厨1卫,中楼层 (共18层),79.22,平层,,板塔结合,北,框架结构,精装,两梯六户,有
76.0,2室2厅1厨1卫,中楼层 (共18层),79.22,平层,,板塔结合,北,框架结构,精装,两梯六户,有
66.5,1室2厅1厨1卫,中楼层 (共15层),60.75,平层,,板塔结合,南,框架结构,精装,两梯四户,有
27.0,1室1厅1厨1卫,低楼层 (共5层),15.69,平层,,板塔结合,北,砖混结构,其他,一梯七十一户,无
28.0,1室1厅1厨1卫,低楼层 (共16层),42.67,平层,,板楼,南,钢混结构,毛坯,两梯十八户,有
52.0,2室1厅1厨1卫,中楼层 (共16层),60.0,平层,,板塔结合,南,钢混结构,精装,一梯七户,无
44.0,1室1厅1厨1卫,低楼层 (共29层),43.92,平层,,板塔结合,北,钢混结构,其他,两梯八户,有
73.9,2室2厅1厨1卫,中楼层 (共25层),77.0,平层,,板塔结合,南,框架结构,毛坯,两梯六户,有
80.0,2室2厅1厨1卫,中楼层 (共25层),82.68,平层,,板塔结合,南 北,框架结构,其他,一梯六户,无
35.0,1室1厅1厨1卫,高楼层 (共9层),43.0,平层,,板塔结合,西北,钢混结构,毛坯,一梯十一户,无
79.0,2室1厅1厨1卫,低楼层 (共18层),82.0,平层,,板塔结合,西,未知结构,其他,两梯六户,有
88.0,2室2厅1厨1卫,中楼层 (共30层),87.47,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
135.0,2室2厅1厨1卫,低楼层 (共16层),89.5,平层,,板塔结合,北,钢混结构,其他,两梯三户,有
53.0,1室0厅1厨1卫,高楼层 (共17层),48.0,平层,,板塔结合,南,钢混结构,精装,一梯八户,无
45.0,2室2厅1厨1卫,高楼层 (共6层),85.33,平层,,板塔结合,南 北,钢混结构,其他,一梯两户,无
70.0,2室2厅1厨1卫,中楼层 (共11层),70.0,平层,,塔楼,南,钢混结构,精装,一梯六户,有
90.0,2室1厅1厨1卫,高楼层 (共18层),81.13,平层,,板楼,西,钢混结构,简装,两梯六户,有
88.0,2室2厅1厨1卫,低楼层 (共26层),80.21,平层,,板楼,南 北,钢混结构,精装,两梯七户,有
30.0,1室0厅1厨1卫,高楼层 (共18层),40.56,平层,,板塔结合,南,钢混结构,精装,一梯八户,无
80.0,2室1厅1厨1卫,高楼层 (共18层),78.32,平层,,板塔结合,东 南,钢混结构,其他,两梯六户,有
75.0,2室1厅1厨1卫,高楼层 (共18层),68.0,平层,,板塔结合,南,钢混结构,精装,两梯六户,有
50.0,1室1厅1厨1卫,中楼层 (共18层),40.25,平层,,板塔结合,南,钢混结构,精装,两梯八户,有
45.0,1室1厅1厨1卫,低楼层 (共13层),43.62,平层,,塔楼,北,钢混结构,精装,两梯二十二户,有
86.0,2室2厅1厨1卫,高楼层 (共18层),75.0,平层,,板塔结合,南 北,钢混结构,精装,一梯三户,无
72.0,2室2厅1厨1卫,高楼层 (共15层),65.58,平层,,塔楼,东,钢混结构,精装,两梯七户,有
108.0,2室2厅1厨1卫,高楼层 (共26层),91.0,平层,,板楼,南 北,钢混结构,其他,一梯九户,无
52.0,1室1厅1厨1卫,中楼层 (共18层),53.77,平层,,板塔结合,北,混合结构,精装,两梯八户,有
60.0,2室1厅1厨1卫,高楼层 (共30层),61.0,平层,,板塔结合,西北,钢混结构,精装,一梯八户,无
64.0,1室2厅1厨1卫,低楼层 (共18层),61.0,平层,,塔楼,东南,钢混结构,精装,两梯六户,有
76.0,2室1厅1厨1卫,低楼层 (共18层),77.0,平层,,板塔结合,东南 南,钢混结构,其他,一梯六户,无
55.0,1室2厅1厨1卫,高楼层 (共18层),57.0,,,,东南,钢混结构,其他,两梯六户,有
70.0,1室1厅1厨1卫,中楼层 (共17层),57.3,平层,,板塔结合,南 北,钢混结构,其他,一梯六户,无
58.0,2室1厅1厨1卫,中楼层 (共25层),70.46,平层,,塔楼,南 西,钢混结构,其他,两梯十八户,有
70.0,2室2厅1厨1卫,中楼层 (共12层),70.0,平层,,板塔结合,南,钢混结构,简装,一梯六户,无
44.0,1室0厅1厨1卫,中楼层 (共16层),44.0,平层,,板塔结合,西北,钢混结构,精装,两梯八户,有
70.0,2室2厅1厨1卫,低楼层 (共18层),81.61,平层,,板塔结合,北,钢混结构,精装,一梯五户,无
95.0,2室2厅1厨1卫,中楼层 (共18层),85.0,平层,,塔楼,西北,钢混结构,精装,两梯六户,有
70.0,2室2厅1厨1卫,低楼层 (共17层),73.0,平层,,塔楼,西南,框架结构,精装,两梯六户,有
37.0,1室0厅1厨1卫,低楼层 (共12层),45.82,平层,,板塔结合,北,钢混结构,其他,一梯十一户,无
100.0,2室1厅1厨1卫,低楼层 (共32层),67.06,平层,,板塔结合,南 北,钢混结构,精装,一梯八户,无
47.0,1室1厅1厨1卫,中楼层 (共18层),50.0,平层,,板塔结合,南,未知结构,精装,两梯六户,有
100.0,2室2厅1厨1卫,低楼层 (共18层),80.0,平层,,板塔结合,北,钢混结构,其他,一梯六户,无
70.0,2室2厅1厨1卫,低楼层 (共25层),77.62,平层,,塔楼,南,钢混结构,毛坯,两梯四户,有
53.0,1室1厅1厨1卫,中楼层 (共18层),52.7,平层,,板楼,南,钢混结构,精装,一梯六户,无
55.0,1室1厅1厨1卫,低楼层 (共33层),49.88,平层,,板塔结合,东南,钢混结构,精装,两梯五户,有
35.5,1室0厅1厨1卫,低楼层 (共18层),51.51,平层,,板塔结合,北,钢混结构,其他,一梯五户,无
75.0,2室2厅1厨1卫,中楼层 (共30层),86.51,平层,,板塔结合,北,钢混结构,毛坯,一梯八户,无
97.0,2室1厅1厨1卫,低楼层 (共18层),81.07,平层,,板楼,东南,钢混结构,其他,两梯四户,有
86.0,2室1厅1厨1卫,中楼层 (共18层),82.0,平层,,板塔结合,西北,钢混结构,其他,两梯六户,有
98.0,2室2厅1厨1卫,中楼层 (共18层),78.0,平层,,板塔结合,南,钢混结构,精装,一梯六户,无
79.0,2室2厅1厨1卫,低楼层 (共18层),72.0,平层,,板塔结合,东南,钢混结构,精装,一梯十一户,无
269.0,3室3厅1厨3卫,低楼层 (共3层),175.56,复式,,板塔结合,南 北,钢混结构,毛坯,一梯八户,无
61.0,2室2厅1厨1卫,高楼层 (共24层),75.0,平层,,板塔结合,西,钢混结构,毛坯,一梯四户,无
62.0,1室1厅1厨1卫,高楼层 (共11层),67.45,平层,,板塔结合,西北,钢混结构,其他,一梯十二户,无
86.0,2室2厅1厨1卫,低楼层 (共19层),88.39,平层,,,北,未知结构,精装,一梯六户,无
65.0,1室1厅1厨1卫,低楼层 (共17层),57.31,平层,,板塔结合,西南,钢混结构,精装,两梯六户,有
25.0,1室0厅1厨1卫,中楼层 (共19层),36.0,平层,,板塔结合,南,框架结构,简装,一梯八户,无
26.0,1室1厅1厨1卫,中楼层 (共17层),35.03,平层,,塔楼,南,框架结构,简装,一梯六户,无
45.0,1室1厅1厨1卫,低楼层 (共17层),53.99,平层,53.39,板塔结合,南,钢混结构,精装,一梯七户,无
75.0,2室1厅1厨1卫,低楼层 (共18层),70.51,平层,,板塔结合,东南 西北,钢混结构,精装,一梯六户,无
