,金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯
1592,78,2室1厅1厨1卫,低楼层 (共18层),67㎡,平层,暂无数据,板塔结合,北,框架结构,其他,两梯六户,有
1593,46,2室2厅1厨1卫,低楼层 (共18层),52.5㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯十户,暂无数据
1594,53,1室2厅1厨1卫,中楼层 (共17层),53.39㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯七户,暂无数据
1595,105,2室2厅1厨1卫,低楼层 (共18层),88㎡,平层,暂无数据,暂无数据,东南,钢混结构,精装,一梯四户,暂无数据
1596,137,2室2厅1厨1卫,低楼层 (共24层),89.09㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯六户,有
1597,51,2室2厅1厨1卫,中楼层 (共18层),78㎡,平层,暂无数据,板塔结合,西,钢混结构,毛坯,两梯四户,有
1598,85,2室2厅1厨1卫,低楼层 (共26层),93㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯七户,有
1599,63,2室2厅1厨1卫,中楼层 (共25层),61㎡,平层,暂无数据,板塔结合,南,框架结构,简装,一梯六户,暂无数据
1600,60,1室2厅1厨1卫,高楼层 (共18层),50.5㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯十户,暂无数据
1601,53,1室1厅1厨1卫,中楼层 (共18层),57.37㎡,平层,暂无数据,暂无数据,东北,钢混结构,简装,两梯六户,有
1602,43.1,1室1厅1厨1卫,低楼层 (共29层),43.92㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯八户,有
1603,103,2室1厅1厨1卫,低楼层 (共18层),85.26㎡,平层,暂无数据,板塔结合,南,未知结构,精装,两梯六户,有
1604,42,1室0厅1厨1卫,中楼层 (共7层),44㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,一梯十一户,有
1605,90,2室1厅1厨1卫,低楼层 (共24层),89.23㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯六户,有
1606,30,1室1厅1厨1卫,低楼层 (共19层),35.87㎡,平层,暂无数据,板塔结合,北,框架结构,精装,一梯八户,暂无数据
1607,85,2室1厅1厨1卫,中楼层 (共18层),71.24㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯八户,有
1608,52,1室1厅1厨1卫,高楼层 (共13层),40㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯二十二户,有
1609,105,2室2厅1厨1卫,中楼层 (共24层),86.14㎡,平层,68.97㎡,板塔结合,南,钢混结构,其他,两梯四户,有
1610,135,2室1厅1厨1卫,高楼层 (共19层),91.03㎡,平层,暂无数据,板塔结合,南 北,框架结构,其他,两梯七户,有
1611,69,2室1厅1厨1卫,中楼层 (共18层),76㎡,平层,暂无数据,板塔结合,南,框架结构,精装,两梯五户,有
1612,72,2室1厅1厨1卫,低楼层 (共18层),64㎡,平层,暂无数据,板塔结合,东北,钢混结构,精装,一梯六户,暂无数据
1613,53,1室1厅1厨1卫,低楼层 (共19层),63㎡,平层,暂无数据,板楼,东,钢混结构,其他,两梯六户,有
1614,58,1室1厅1厨1卫,中楼层 (共26层),58.69㎡,平层,暂无数据,板楼,北,钢混结构,其他,两梯七户,有
1615,110,3室2厅1厨2卫,低楼层 (共18层),110㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯四户,暂无数据
1616,105,2室2厅1厨1卫,中楼层 (共24层),86.14㎡,平层,68.97㎡,板塔结合,南,钢混结构,其他,两梯四户,有
1617,135,2室1厅1厨1卫,高楼层 (共19层),91.03㎡,平层,暂无数据,板塔结合,南 北,框架结构,其他,两梯七户,有
1618,65,1室1厅1厨1卫,低楼层 (共18层),63.28㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯四户,暂无数据
1619,110,3室2厅1厨2卫,低楼层 (共18层),110㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯四户,暂无数据
1620,39.7,1室0厅1厨1卫,中楼层 (共14层),47.84㎡,平层,暂无数据,板楼,北,钢混结构,其他,四梯三十二户,有
1621,72,2室1厅1厨1卫,低楼层 (共18层),64㎡,平层,暂无数据,板塔结合,东北,钢混结构,精装,一梯六户,暂无数据
1622,69,2室1厅1厨1卫,中楼层 (共18层),76㎡,平层,暂无数据,板塔结合,南,框架结构,精装,两梯五户,有
1623,86.5,2室2厅1厨1卫,中楼层 (共18层),88㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,两梯六户,有
1624,60,2室2厅1厨1卫,高楼层 (共19层),67.06㎡,平层,55.95㎡,板塔结合,南 北,框架结构,精装,一梯八户,有
1625,95,3室2厅1厨2卫,低楼层 (共11层),75㎡,复式,暂无数据,板楼,北,钢混结构,其他,一梯六户,暂无数据
1626,55,1室2厅1厨1卫,低楼层 (共15层),48.13㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯八户,暂无数据
1627,58,1室1厅1厨1卫,高楼层 (共17层),43㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯八户,有
1628,84,2室1厅1厨1卫,低楼层 (共18层),64㎡,平层,暂无数据,板塔结合,南,未知结构,精装,两梯六户,有
1629,100,1室1厅1厨1卫,中楼层 (共16层),59.8㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯六户,有
1630,40,1室1厅1厨1卫,中楼层 (共18层),38㎡,平层,暂无数据,板塔结合,北,框架结构,简装,两梯六户,有
1631,118.8,3室2厅1厨1卫,低楼层 (共23层),99㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯四户,有
1632,50,1室0厅1厨1卫,低楼层 (共17层),45.69㎡,平层,暂无数据,板塔结合,西,钢混结构,其他,一梯八户,暂无数据
1633,75,1室1厅1厨1卫,低楼层 (共17层),62㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯八户,有
1634,68,1室1厅1厨1卫,低楼层 (共18层),60.38㎡,平层,暂无数据,板塔结合,南,未知结构,精装,两梯六户,有
1635,75,1室2厅1厨1卫,中楼层 (共14层),63.63㎡,平层,暂无数据,板楼,北,钢混结构,精装,四梯三十二户,有
1636,45,1室1厅1厨1卫,高楼层 (共16层),43㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,一梯八户,暂无数据
1637,59,1室2厅1厨1卫,低楼层 (共18层),61㎡,平层,暂无数据,暂无数据,北,未知结构,简装,一梯六户,暂无数据
1638,75,1室2厅1厨1卫,中楼层 (共15层),60.75㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯六户,暂无数据
1639,64,1室2厅1厨1卫,中楼层 (共11层),80.28㎡,平层,暂无数据,板塔结合,东南 西北,钢混结构,精装,一梯九户,暂无数据
1640,58,1室1厅1厨1卫,高楼层 (共33层),49㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有
1641,50,1室1厅1厨1卫,高楼层 (共11层),57㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯四户,暂无数据
1642,110,3室2厅1厨2卫,高楼层 (共23层),96㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯四户,有
1643,85,1室2厅1厨1卫,高楼层 (共32层),58.11㎡,平层,暂无数据,板塔结合,南,未知结构,精装,一梯八户,暂无数据
1644,32,1室1厅1厨1卫,低楼层 (共18层),40.56㎡,平层,30.88㎡,板塔结合,南,钢混结构,精装,一梯八户,暂无数据
1645,48,1室1厅1厨1卫,高楼层 (共16层),50㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯十八户,有
1646,110,3室2厅1厨2卫,高楼层 (共23层),96㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯四户,有
1647,85,1室2厅1厨1卫,高楼层 (共32层),58.11㎡,平层,暂无数据,板塔结合,南,未知结构,精装,一梯八户,暂无数据
1648,80,2室2厅1厨1卫,高楼层 (共18层),73.3㎡,平层,暂无数据,板塔结合,西南 北,钢混结构,精装,一梯十户,暂无数据
1649,103,2室2厅1厨1卫,低楼层 (共33层),56㎡,复式,暂无数据,板塔结合,西南,钢混结构,精装,两梯四户,有
1650,46,1室0厅1厨1卫,高楼层 (共15层),43.95㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯八户,暂无数据
1651,150,3室2厅1厨2卫,低楼层 (共11层),125㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,一梯两户,暂无数据
1652,80,2室2厅1厨1卫,高楼层 (共17层),72㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯七户,有
1653,66,1室2厅1厨1卫,中楼层 (共11层),70㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,一梯二十八户,暂无数据
1654,50,1室0厅1厨1卫,高楼层 (共9层),43.94㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯十户,暂无数据
1655,45,1室1厅1厨1卫,中楼层 (共11层),53㎡,平层,暂无数据,板塔结合,西,钢混结构,精装,一梯十一户,有
1656,38,1室1厅1厨1卫,高楼层 (共9层),45㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯十二户,暂无数据
1657,55,1室1厅1厨1卫,高楼层 (共11层),67.85㎡,平层,暂无数据,板塔结合,东北,钢混结构,精装,一梯十一户,有
1658,50,1室1厅1厨1卫,低楼层 (共11层),57.38㎡,平层,暂无数据,板楼,南,框架结构,简装,一梯四户,暂无数据
1659,45,1室1厅1厨1卫,中楼层 (共11层),45㎡,平层,暂无数据,板塔结合,西北,钢混结构,其他,一梯十二户,暂无数据
1660,28,1室1厅1厨1卫,中楼层 (共11层),48.58㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,一梯五户,暂无数据
1661,60,1室2厅1厨1卫,高楼层 (共15层),60.75㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯六户,暂无数据
1662,100,3室2厅1厨1卫,低楼层 (共13层),118.25㎡,平层,暂无数据,板塔结合,东南 西北,钢混结构,精装,一梯八户,暂无数据
1663,82,2室2厅1厨1卫,中楼层 (共25层),82㎡,平层,暂无数据,板塔结合,南 北,框架结构,毛坯,一梯六户,暂无数据
1664,53,1室1厅1厨1卫,中楼层 (共11层),67.85㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯十一户,暂无数据
1665,72,1室1厅1厨1卫,低楼层 (共18层),63.27㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯四户,暂无数据
1666,35,1室1厅1厨1卫,中楼层 (共11层),43.9㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯十二户,有
1667,68,1室1厅1厨1卫,高楼层 (共29层),65㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,四梯八户,有
1668,45,1室0厅1厨1卫,低楼层 (共18层),40.24㎡,平层,暂无数据,板塔结合,西南 南,钢混结构,精装,两梯八户,有
1669,85,2室2厅1厨1卫,低楼层 (共17层),71㎡,平层,暂无数据,板塔结合,北,框架结构,精装,两梯八户,有
1670,40,1室0厅1厨1卫,中楼层 (共16层),45㎡,平层,暂无数据,板楼,东北,钢混结构,精装,两梯十八户,有
1671,58,1室1厅1厨1卫,低楼层 (共31层),51㎡,平层,暂无数据,板楼,东,钢混结构,精装,两梯六户,有
1672,45,1室1厅1厨1卫,高楼层 (共17层),43.63㎡,平层,暂无数据,板塔结合,北 东北,钢混结构,精装,一梯八户,暂无数据
1673,58,1室1厅1厨1卫,中楼层 (共31层),51.29㎡,平层,暂无数据,板楼,东,钢混结构,其他,两梯六户,有
1674,60,1室2厅1厨1卫,中楼层 (共30层),59.6㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯八户,暂无数据
1675,134,3室2厅1厨1卫,高楼层 (共18层),120㎡,平层,暂无数据,板楼,东 西,未知结构,其他,一梯四户,暂无数据
1676,46,1室1厅1厨1卫,低楼层 (共9层),49㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯十户,暂无数据
1677,65,1室1厅1厨1卫,高楼层 (共31层),50㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯六户,暂无数据
1678,50,1室2厅1厨1卫,高楼层 (共18层),53㎡,平层,暂无数据,板塔结合,东,钢混结构,简装,两梯六户,有
1679,125,3室2厅1厨1卫,高楼层 (共18层),110㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯四户,暂无数据
1680,35,1室0厅1厨1卫,中楼层 (共18层),40.24㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯八户,有
1681,37.5,1室1厅1厨1卫,低楼层 (共11层),43㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,一梯十二户,暂无数据
1682,82,2室2厅1厨1卫,中楼层 (共25层),77㎡,平层,暂无数据,板塔结合,东北,框架结构,毛坯,一梯六户,暂无数据
1683,60,1室1厅1厨1卫,高楼层 (共18层),57㎡,平层,暂无数据,板塔结合,西北,未知结构,简装,两梯六户,有
1684,55.8,1室1厅1厨1卫,高楼层 (共11层),67.85㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,一梯十一户,有
1685,68,1室1厅1厨1卫,高楼层 (共17层),57㎡,平层,暂无数据,板塔结合,东北,钢混结构,精装,一梯六户,暂无数据
1686,93,3室1厅1厨1卫,高楼层 (共18层),88㎡,平层,暂无数据,板塔结合,西南,框架结构,其他,两梯三户,有
1687,60,1室1厅1厨1卫,低楼层 (共7层),68㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,一梯十一户,暂无数据
1688,58,1室1厅1厨1卫,低楼层 (共9层),68㎡,平层,暂无数据,板塔结合,东北,钢混结构,精装,一梯十二户,暂无数据
1689,50,1室1厅1厨1卫,中楼层 (共33层),50㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有
1690,33,1室1厅1厨1卫,高楼层 (共7层),44㎡,平层,暂无数据,板塔结合,西北,钢混结构,简装,一梯十一户,暂无数据
1691,45,1室0厅1厨1卫,中楼层 (共17层),46㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯八户,暂无数据
1692,105,3室2厅1厨1卫,低楼层 (共30层),117.16㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯六户,暂无数据
1693,60,1室2厅1厨1卫,中楼层 (共17层),57.61㎡,平层,46.56㎡,暂无数据,南 北,未知结构,其他,一梯两户,暂无数据
1694,73,1室1厅1厨1卫,高楼层 (共16层),59㎡,平层,暂无数据,板塔结合,西北 南,钢混结构,其他,两梯九户,有
1695,30,1室1厅1厨1卫,高楼层 (共18层),40㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯八户,暂无数据
1696,68,1室1厅1厨1卫,高楼层 (共30层),59.9㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,一梯八户,暂无数据
1697,78,1室1厅1厨1卫,低楼层 (共22层),65㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯八户,有
1698,40,1室1厅1厨1卫,低楼层 (共15层),53㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯六户,暂无数据
1699,102,2室2厅1厨1卫,高楼层 (共31层),85.8㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,三梯八户,有
1700,68,2室2厅1厨1卫,中楼层 (共18层),65㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯八户,暂无数据
1701,65,1室1厅1厨1卫,中楼层 (共23层),60㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯二十户,有
1702,93,3室2厅1厨2卫,高楼层 (共17层),105㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯七户,有
1703,40,1室1厅1厨1卫,低楼层 (共26层),57.31㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯六户,有
1704,51,1室0厅1厨1卫,中楼层 (共18层),40㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯八户,有
1705,78,1室0厅1厨1卫,中楼层 (共18层),46.08㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯十二户,有
1706,45,2室1厅1厨1卫,高楼层 (共11层),60.78㎡,平层,暂无数据,板楼,西,钢混结构,精装,一梯八户,暂无数据
1707,100,2室2厅1厨1卫,高楼层 (共18层),86㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯四户,有
1708,40,1室1厅1厨1卫,低楼层 (共26层),57.31㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯六户,有
1709,51,1室0厅1厨1卫,中楼层 (共18层),40㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯八户,有
1710,78,1室0厅1厨1卫,中楼层 (共18层),46.08㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯十二户,有
1711,128,3室2厅1厨2卫,低楼层 (共30层),117㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯六户,有
1712,68,2室2厅1厨1卫,中楼层 (共18层),65㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯八户,暂无数据
1713,160,3室3厅1厨2卫,中楼层 (共24层),128㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有
1714,38,1室1厅1厨1卫,低楼层 (共26层),51㎡,平层,暂无数据,暂无数据,南,未知结构,其他,一梯七户,暂无数据
1715,85,1室1厅1厨1卫,中楼层 (共27层),61㎡,平层,暂无数据,板楼,东北,钢混结构,其他,两梯九户,有
1716,85,2室2厅1厨1卫,低楼层 (共18层),82.5㎡,平层,暂无数据,塔楼,北 西北,钢混结构,简装,两梯六户,有
1717,120,3室2厅1厨2卫,低楼层 (共25层),114.6㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯四户,有
1718,105,3室2厅1厨1卫,中楼层 (共17层),104.89㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯七户,有
1719,52,1室1厅1厨1卫,中楼层 (共17层),46.1㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯八户,有
1720,106,3室1厅1厨1卫,高楼层 (共24层),85.62㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯六户,暂无数据
1721,120,3室2厅1厨1卫,中楼层 (共30层),116㎡,平层,暂无数据,板塔结合,东北,未知结构,其他,两梯六户,有
1722,34,1室0厅0厨1卫,高楼层 (共9层),42.83㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,一梯十户,暂无数据
1723,60,1室1厅1厨1卫,高楼层 (共18层),56.8㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,两梯六户,有
1724,188,3室2厅1厨2卫,低楼层 (共24层),134.85㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有
1725,70,2室2厅1厨1卫,高楼层 (共33层),62㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯六户,有
1726,37,1室1厅1厨1卫,高楼层 (共11层),39㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯五户,暂无数据
1727,46,1室1厅1厨1卫,低楼层 (共13层),46㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯二十二户,有
1728,65,1室1厅1厨1卫,中楼层 (共19层),63.64㎡,平层,暂无数据,暂无数据,东南,未知结构,其他,一梯六户,暂无数据
1729,55,1室1厅1厨1卫,中楼层 (共33层),50㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯五户,有
1730,70.5,1室1厅1厨1卫,低楼层 (共18层),47㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯四户,暂无数据
1731,48,2室1厅1厨1卫,高楼层 (共17层),71.23㎡,平层,暂无数据,塔楼,南 北,框架结构,其他,两梯六户,有
1732,90,2室1厅1厨2卫,中楼层 (共25层),75.92㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,三梯九户,有
1733,65,1室1厅1厨1卫,低楼层 (共18层),56.16㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有
1734,108,3室2厅1厨2卫,低楼层 (共11层),93㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,暂无数据
1735,138,3室2厅1厨2卫,中楼层 (共15层),115㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯五户,暂无数据
1736,55,1室1厅2厨1卫,高楼层 (共11层),68㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯十一户,暂无数据
1737,62,1室2厅1厨1卫,低楼层 (共18层),60.97㎡,平层,暂无数据,暂无数据,北,未知结构,其他,一梯六户,暂无数据
1738,56.5,1室1厅1厨1卫,低楼层 (共9层),68㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯十二户,暂无数据
1739,90,2室2厅1厨1卫,低楼层 (共18层),78㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有
1740,125,4室1厅1厨2卫,中楼层 (共18层),97㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯六户,暂无数据
1741,110,3室2厅1厨2卫,中楼层 (共18层),98㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯六户,有
1742,140,4室2厅1厨2卫,高楼层 (共5层),164㎡,跃层,暂无数据,板塔结合,东南,钢混结构,毛坯,一梯两户,暂无数据
1743,59,1室1厅1厨1卫,高楼层 (共18层),57㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,两梯六户,有
1744,34,1室0厅0厨0卫,中楼层 (共26层),40.07㎡,平层,暂无数据,暂无数据,南,未知结构,精装,一梯七户,暂无数据
1745,125,3室2厅1厨2卫,高楼层 (共11层),120㎡,平层,暂无数据,板楼,南 北,框架结构,其他,一梯一户,有
1746,65,1室2厅1厨1卫,中楼层 (共17层),57㎡,平层,暂无数据,板楼,北,钢混结构,其他,两梯六户,有
1747,73,3室1厅1厨1卫,高楼层 (共25层),84.39㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯十八户,有
1748,38,1室0厅1厨1卫,中楼层 (共7层),42.7㎡,平层,暂无数据,板塔结合,东北,钢混结构,其他,一梯十户,暂无数据
1749,32,1室1厅1厨1卫,中楼层 (共17层),40.16㎡,平层,33.7㎡,板塔结合,南,钢混结构,简装,一梯六户,暂无数据
1750,47,1室1厅1厨1卫,高楼层 (共33层),50.51㎡,平层,暂无数据,板塔结合,东 南,框架结构,精装,两梯五户,有
1751,62,1室1厅1厨1卫,低楼层 (共18层),57.08㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯八户,有
1752,70,2室1厅1厨1卫,高楼层 (共25层),65.44㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯八户,暂无数据
1753,90,3室1厅1厨1卫,低楼层 (共9层),100㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯十户,暂无数据
1754,45,1室1厅1厨1卫,高楼层 (共17层),53㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯六户,暂无数据
1755,54,1室2厅1厨1卫,中楼层 (共18层),56㎡,平层,暂无数据,板塔结合,东,钢混结构,简装,两梯六户,有
1756,104,3室2厅1厨2卫,低楼层 (共11层),96.01㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据
1757,37,1室0厅1厨1卫,低楼层 (共7层),44㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,一梯十一户,暂无数据
1758,75,1室1厅1厨1卫,中楼层 (共23层),63.23㎡,平层,暂无数据,塔楼,北,钢混结构,其他,一梯七户,暂无数据
1759,135,3室2厅1厨2卫,中楼层 (共18层),106.73㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯六户,暂无数据
1760,138,3室2厅1厨2卫,中楼层 (共15层),115㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯五户,暂无数据
1761,61,1室1厅1厨1卫,低楼层 (共18层),56㎡,平层,暂无数据,板塔结合,西北,钢混结构,其他,两梯六户,有
1762,70,1室2厅1厨1卫,低楼层 (共16层),58.3㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯五户,有
1763,80,1室1厅1厨1卫,低楼层 (共14层),63.25㎡,平层,暂无数据,塔楼,南,未知结构,精装,一梯二十二户,暂无数据
1764,58,3室2厅1厨2卫,中楼层 (共10层),47.51㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,一梯八户,暂无数据
1765,47,1室1厅1厨1卫,中楼层 (共16层),68.13㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯七户,暂无数据
1766,75,1室1厅1厨1卫,中楼层 (共23层),63.23㎡,平层,暂无数据,塔楼,北,钢混结构,其他,一梯七户,暂无数据
1767,55,1室2厅1厨1卫,高楼层 (共22层),56.91㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯七户,有
1768,37,1室1厅1厨1卫,高楼层 (共18层),50.63㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯三户,暂无数据
1769,72,2室1厅1厨1卫,中楼层 (共18层),63.51㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,一梯六户,暂无数据
1770,110,3室2厅1厨2卫,低楼层 (共18层),97.41㎡,平层,78.52㎡,板塔结合,南 北,钢混结构,其他,一梯六户,暂无数据
1771,144,4室2厅1厨2卫,中楼层 (共11层),120㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯两户,暂无数据
1772,88,2室2厅1厨1卫,低楼层 (共19层),88㎡,平层,暂无数据,板塔结合,西北,框架结构,其他,两梯七户,有
1773,145,3室2厅1厨2卫,高楼层 (共18层),138㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯三户,暂无数据
1774,50,2室2厅1厨1卫,高楼层 (共6层),85.33㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯两户,暂无数据
1775,90,2室1厅1厨1卫,中楼层 (共18层),81㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯四户,暂无数据
1776,65,2室2厅1厨1卫,高楼层 (共18层),67.96㎡,平层,54.01㎡,板塔结合,北,钢混结构,其他,两梯六户,有
1777,71,2室2厅1厨1卫,高楼层 (共18层),64.75㎡,平层,暂无数据,暂无数据,北,未知结构,其他,一梯六户,暂无数据
1778,100,3室2厅1厨1卫,低楼层 (共18层),94.34㎡,平层,暂无数据,板塔结合,东南 西北,钢混结构,其他,一梯六户,暂无数据
1779,75,2室2厅1厨1卫,低楼层 (共18层),74.62㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯四户,暂无数据
1780,81,2室2厅1厨1卫,中楼层 (共18层),78㎡,平层,暂无数据,板楼,西南,钢混结构,其他,两梯八户,有
1781,90,2室2厅1厨1卫,低楼层 (共18层),81.28㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯五户,暂无数据
1782,85,2室2厅1厨1卫,高楼层 (共11层),77.81㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯四户,有
1783,55,1室1厅1厨1卫,高楼层 (共18层),54.68㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,一梯十户,暂无数据
1784,51,1室2厅1厨1卫,中楼层 (共26层),63.23㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯七户,有
1785,65,2室1厅1厨1卫,高楼层 (共21层),58.9㎡,平层,暂无数据,板塔结合,东北,钢混结构,其他,一梯六户,暂无数据
1786,90,3室2厅1厨2卫,中楼层 (共15层),116.16㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯五户,有
1787,43,1室2厅1厨1卫,高楼层 (共26层),57㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯七户,有
1788,95,2室1厅1厨1卫,低楼层 (共18层),81.58㎡,平层,暂无数据,板塔结合,东南,框架结构,简装,两梯六户,有
1789,43,1室2厅1厨1卫,高楼层 (共26层),57㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯七户,有
1790,78,2室1厅1厨1卫,低楼层 (共18层),71㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯六户,暂无数据
1791,133,2室2厅1厨1卫,中楼层 (共16层),91㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯五户,有
